area,location,bhk,property_type,nearby_school_distance,nearby_hospital_distance,bathrooms,price,price_per_sqft
1970,Industrial Area,2,apartment,7.0,1.0,3.0,7718147.89,3917.8415685279188
1080,Industrial Area,3,apartment,9.5,5.4,3.0,3201163.94,2964.0406851851853
2794,Suburbs,3,apartment,10.1,8.5,4.0,12970816.93,4642.3825805297065
3647,Industrial Area,3,apartment,7.8,6.0,3.0,11754341.84,3223.0166822045517
4749,Business District,3,apartment,9.9,3.2,4.0,50342067.51,10600.561699305117
2179,Downtown,2,villa,0.8,14.7,1.0,46755535.87,21457.336333180356
4006,Industrial Area,4,apartment,6.7,16.4,5.0,13479642.32,3364.8632850723916
3244,Downtown,2,villa,4.5,5.5,3.0,74185358.55,22868.482906905054
3856,Suburbs,2,villa,2.4,15.6,2.0,34517956.21,8951.752129149378
4545,Downtown,3,apartment,1.9,8.0,4.0,58872799.29,12953.311174917491
1743,Suburbs,2,villa,9.2,10.4,1.0,13730983.63,7877.787510040161
3618,Business District,1,apartment,8.1,17.2,2.0,38105072.67,10532.081998341626
2641,Suburbs,4,apartment,4.2,15.1,3.0,15198676.42,5754.894517228323
3559,Suburbs,2,apartment,7.3,16.2,3.0,17383967.19,4884.508904186569
3459,Outskirts,3,independent house,,3.2,4.0,11535807.67,3335.0123359352415
2765,Industrial Area,2,apartment,3.3,1.9,,10219951.14,3696.184860759494
2979,Industrial Area,3,apartment,10.0,17.9,3.0,10534821.93,3536.3618429003022
2135,Business District,2,villa,11.8,8.1,,28921951.42,13546.581461358315
2257,Business District,2,apartment,12.0,6.1,1.0,20949061.65,9281.817301727957
4952,Industrial Area,5,apartment,9.2,14.6,6.0,15393182.6,3108.4779079159935
2570,Outskirts,3,apartment,7.9,16.8,4.0,5817838.32,2263.7503190661478
3349,Industrial Area,2,villa,1.4,17.3,1.0,18129120.61,5413.29370259779
3751,Outskirts,2,villa,4.7,6.7,,13315350.88,3549.8136177019464
4230,Business District,4,apartment,1.9,17.1,3.0,42307202.05,10001.702612293144
2989,Downtown,3,apartment,14.5,1.3,2.0,44701285.63,14955.264513215123
2131,Business District,3,apartment,2.5,1.5,3.0,23880589.63,11206.283261379633
3316,Business District,3,villa,2.7,12.7,2.0,55988084.75,16884.223386610374
1515,Suburbs,1,apartment,13.4,1.7,1.0,7095709.76,4683.636805280528
1848,Suburbs,2,apartment,14.2,6.8,3.0,8526584.42,4613.952608225109
3587,Suburbs,3,apartment,11.6,13.6,3.0,18805126.19,5242.577694452189
3339,Suburbs,2,apartment,0.6,7.1,3.0,19950312.85,5974.936463012878
835,Outskirts,2,apartment,0.5,4.0,3.0,2310571.1,2767.151017964072
1395,Industrial Area,4,apartment,6.0,6.0,4.0,5579781.16,3999.843125448029
4046,Downtown,3,apartment,2.6,9.4,3.0,59986588.1,14826.146342066239
1351,Business District,3,villa,0.8,9.8,2.0,24755457.98,18323.80309400444
2187,Outskirts,3,apartment,7.2,15.8,4.0,5315026.79,2430.2820256058526
2431,Downtown,3,independent house,14.2,15.1,3.0,31829291.78,13093.085882352942
4246,Outskirts,1,apartment,5.2,9.4,1.0,11291599.38,2659.349830428639
2927,Outskirts,2,villa,10.1,17.0,3.0,11121297.52,3799.5550119576355
2068,Business District,2,villa,10.0,2.7,2.0,28844996.84,13948.257659574469
4500,Industrial Area,2,apartment,4.1,5.5,1.0,17670495.58,3926.776795555555
3238,Suburbs,3,apartment,9.9,16.6,4.0,13311868.81,4111.139224830143
3998,Industrial Area,2,villa,3.6,7.9,2.0,21119380.31,5282.4863206603295
4413,Business District,2,apartment,2.3,19.6,1.0,44088008.25,9990.484534330388
1566,Business District,2,independent house,10.7,9.6,3.0,19437567.55,12412.239814814815
4880,Business District,1,apartment,2.1,15.9,2.0,48582840.22,9955.500045081966
2944,Downtown,2,independent house,15.0,8.3,3.0,47539145.63,16147.80761888587
4607,Industrial Area,2,apartment,3.2,8.8,2.0,16678587.96,3620.2708834382465
3873,Industrial Area,2,villa,9.1,8.0,2.0,20962797.14,5412.547673638007
4469,Outskirts,1,villa,6.5,14.5,1.0,19257409.17,4309.109234728127
3046,Outskirts,2,villa,2.3,11.2,3.0,12667139.84,4158.614523965857
1253,Outskirts,3,apartment,0.9,18.9,3.0,3836537.72,3061.8816600159616
2582,Business District,2,villa,9.5,5.4,1.0,33960566.93,13152.814457784663
3274,Industrial Area,2,apartment,12.2,2.5,3.0,10902573.84,3330.0469883934024
3396,Business District,3,villa,12.7,8.2,3.0,44120184.86,12991.809440518256
4685,Downtown,2,apartment,7.5,12.5,2.0,53842629.82,11492.557058697972
1275,Outskirts,4,independent house,11.8,17.3,3.0,4045318.91,3172.7991450980394
2125,Business District,3,apartment,,7.3,2.0,19225833.4,9047.451011764706
3569,Business District,2,independent house,11.0,13.2,1.0,41363825.69,11589.752224712804
917,Downtown,3,independent house,7.6,7.3,4.0,14329485.15,15626.483260632498
614,Suburbs,2,independent house,9.7,12.5,2.0,3615026.58,5887.665439739414
1116,Industrial Area,3,apartment,12.2,17.8,3.0,3544734.27,3176.285188172043
4474,Suburbs,2,apartment,6.3,5.0,2.0,25886459.73,5785.976694233348
3767,Outskirts,4,independent house,12.2,8.4,3.0,9849382.23,2614.648853198832
1325,Business District,2,apartment,9.1,19.9,2.0,12132129.96,9156.324498113208
2016,Downtown,3,apartment,2.9,17.4,4.0,27253473.95,13518.588268849206
3646,Downtown,3,villa,0.9,11.5,2.0,77280358.06,21195.929253976963
912,Industrial Area,1,villa,5.8,10.6,1.0,4474935.36,4906.727368421053
1228,Suburbs,2,apartment,8.4,6.0,,7017248.87,5714.372043973942
3848,Industrial Area,3,villa,12.7,10.6,2.0,18002138.77,4678.310491164241
3308,Business District,4,independent house,2.3,17.0,5.0,40557581.08,12260.453772672308
1175,Industrial Area,2,apartment,12.1,13.9,2.0,3236841.79,2754.758970212766
3965,Downtown,3,independent house,13.0,6.2,4.0,60725659.23,15315.424774274905
3004,Downtown,5,apartment,2.7,4.4,5.0,44481400.3,14807.390246338215
3467,Outskirts,4,apartment,12.8,5.7,5.0,7753856.17,2236.474234208249
3286,Outskirts,2,apartment,14.9,3.8,1.0,8001589.88,2435.054741326841
1622,Business District,3,apartment,11.0,2.4,2.0,18489132.47,11398.9719297164
4579,Suburbs,2,independent house,11.9,8.7,3.0,25725480.47,5618.143802140205
2071,Industrial Area,5,apartment,14.9,2.7,6.0,6671317.97,3221.3027378078223
2643,Business District,2,apartment,9.3,3.9,2.0,28951666.83,10954.092633371169
2187,Outskirts,2,apartment,5.0,11.2,3.0,5069510.76,2318.020466392318
4632,Industrial Area,3,apartment,12.6,3.7,4.0,17887571.17,3861.7381627806567
4351,Outskirts,2,apartment,9.4,1.7,2.0,10231112.29,2351.439276028499
3940,Industrial Area,5,apartment,8.9,6.7,5.0,14125662.94,3585.1936395939083
4266,Suburbs,5,apartment,4.2,4.8,5.0,23289206.46,5459.260773558369
2826,Business District,3,independent house,11.5,10.5,4.0,36168494.78,12798.476567586695
3414,Industrial Area,2,apartment,1.7,2.5,2.0,11615363.01,3402.2738752196838
4452,Downtown,3,apartment,13.9,15.2,2.0,56275157.44,12640.421707097932
1095,Downtown,1,apartment,5.2,18.2,1.0,14229481.75,12994.960502283106
1228,Industrial Area,1,villa,2.4,15.0,1.0,6415816.34,5224.606140065146
1865,Industrial Area,4,apartment,6.9,10.9,5.0,6183279.42,3315.4313243967827
4992,Industrial Area,2,apartment,1.1,17.3,1.0,18933682.67,3792.8050220352566
1198,Downtown,2,apartment,10.4,14.1,3.0,16263892.21,13575.869958263775
895,Downtown,5,independent house,13.6,0.7,,12622125.71,14102.933754189946
4671,Industrial Area,2,apartment,12.6,8.2,1.0,13080405.88,2800.343797901948
4860,Outskirts,2,villa,2.3,17.1,2.0,20939014.46,4308.439189300411
3002,Outskirts,4,apartment,2.3,7.2,5.0,7192353.61,2395.8539673550968
2319,Suburbs,2,apartment,12.3,1.2,1.0,14159665.95,6105.936157826649
1217,Business District,3,villa,13.9,15.1,4.0,18152266.26,14915.584437140511
3282,Outskirts,5,apartment,7.2,16.1,5.0,8521468.94,2596.425636806825
4077,Downtown,4,independent house,7.7,3.6,4.0,59213334.78,14523.751479028699
643,Outskirts,3,independent house,5.1,11.0,2.0,1812158.65,2818.2871695178846
3640,Suburbs,2,independent house,13.5,4.2,3.0,23561431.46,6472.920730769231
4991,Suburbs,2,apartment,9.9,14.5,3.0,26935150.08,5396.744155479863
3438,Business District,4,villa,4.7,5.8,5.0,63401511.02,18441.393548574753
4136,Outskirts,4,apartment,4.8,6.7,,9986296.1,2414.48164893617
3722,Downtown,3,independent house,13.4,17.0,2.0,47713794.78,12819.396770553467
1667,Downtown,2,villa,0.7,9.8,2.0,29101835.37,17457.609700059988
3116,Industrial Area,2,independent house,5.2,13.6,1.0,14084740.21,4520.134855584082
1562,Downtown,1,apartment,8.5,8.3,1.0,18293226.15,11711.412387964148
2656,Business District,3,apartment,2.6,6.3,4.0,24695867.13,9298.142744728915
3482,Business District,2,apartment,1.8,12.7,2.0,33800007.94,9707.067185525559
3794,Downtown,4,villa,12.3,3.5,5.0,70306141.1,18530.875355824985
1656,Downtown,3,apartment,13.5,7.8,2.0,23426037.38,14146.15783816425
1232,Industrial Area,2,apartment,12.4,4.6,1.0,4238234.52,3440.125422077922
4830,Downtown,3,villa,13.5,14.1,3.0,79238349.18,16405.45531677019
1453,Industrial Area,2,apartment,8.5,18.9,1.0,4502051.25,3098.4523399862355
3039,Industrial Area,3,apartment,12.3,19.9,2.0,9229732.86,3037.0953800592297
3824,Downtown,3,apartment,,9.3,2.0,42074792.63,11002.822340481172
3801,Suburbs,4,apartment,10.2,5.4,3.0,17182256.13,4520.456756116811
2042,Suburbs,4,apartment,14.8,9.1,5.0,10492296.46,5138.245083251714
1691,Industrial Area,2,apartment,3.8,17.0,1.0,5166322.27,3055.1876227084563
3493,Downtown,1,apartment,6.2,4.5,2.0,43009154.23,12312.955691382764
3181,Suburbs,3,apartment,7.5,19.1,3.0,15040865.09,4728.344888399874
1717,Downtown,2,villa,2.5,7.2,1.0,37582483.97,21888.458922539314
2040,Downtown,2,apartment,1.7,19.7,2.0,27687737.28,13572.420235294117
3736,Downtown,1,apartment,12.5,16.9,1.0,47373974.2,12680.39994646681
2886,Outskirts,3,independent house,14.7,16.3,3.0,8478775.5,2937.8986486486488
4219,Downtown,2,apartment,6.4,6.7,2.0,58023646.18,13752.938179663428
1888,Outskirts,3,apartment,1.8,0.7,2.0,4698748.65,2488.7439883474576
2356,Industrial Area,5,villa,1.5,8.0,4.0,14446834.33,6131.933077249576
1865,Suburbs,1,independent house,13.4,6.4,,9915487.56,5316.615313672923
999,Suburbs,1,villa,7.2,1.2,1.0,8004123.13,8012.135265265265
2180,Suburbs,2,villa,5.1,10.4,1.0,18011816.74,8262.301256880733
1010,Suburbs,4,independent house,7.4,8.4,5.0,6004048.84,5944.602811881188
4812,Suburbs,2,apartment,5.1,12.9,1.0,27798273.36,5776.864788029925
1824,Suburbs,2,independent house,7.6,12.6,1.0,10716207.05,5875.113514254386
1655,Suburbs,1,apartment,13.0,2.9,1.0,9621888.65,5813.83
2327,Industrial Area,3,independent house,9.1,19.6,2.0,9878818.5,4245.302320584444
3641,Downtown,2,apartment,10.6,4.1,1.0,53683823.55,14744.25255424334
3986,Business District,3,apartment,5.8,9.2,4.0,45859871.53,11505.236209232313
2310,Outskirts,4,apartment,,10.0,5.0,6594044.53,2854.5647316017316
3423,Business District,2,villa,10.2,16.4,2.0,52716016.76,15400.530750803387
2714,Business District,4,apartment,2.2,2.4,,29830166.84,10991.218437730287
4686,Downtown,1,independent house,8.8,8.9,2.0,61215760.55,13063.54258429364
1213,Downtown,4,independent house,4.2,12.8,4.0,19793770.7,16318.030255564716
4102,Downtown,3,apartment,12.2,4.7,4.0,60021750.76,14632.313690882496
4634,Suburbs,4,independent house,6.7,12.7,3.0,29682275.27,6405.324831678895
4022,Industrial Area,1,villa,14.9,18.5,1.0,21788663.31,5417.370290900049
4768,Suburbs,2,villa,1.8,20.0,3.0,41303616.49,8662.671243708053
1743,Industrial Area,2,apartment,11.8,1.1,2.0,5571692.51,3196.6107343660356
4209,Industrial Area,2,apartment,10.3,5.1,3.0,13218317.37,3140.4888025659297
1581,Business District,2,apartment,11.6,6.6,1.0,15072016.52,9533.217280202403
955,Business District,2,apartment,5.0,8.3,,8946988.65,9368.574502617801
1394,Industrial Area,2,independent house,7.6,5.2,1.0,5977650.36,4288.127948350072
1884,Industrial Area,2,apartment,12.0,4.5,2.0,7362318.26,3907.8122399150743
2458,Suburbs,4,independent house,3.9,19.1,3.0,16432837.77,6685.450679414158
3572,Suburbs,2,apartment,3.8,18.4,2.0,18049769.21,5053.12687849944
2496,Business District,1,apartment,8.5,1.4,2.0,22975207.59,9204.810733173077
4785,Downtown,2,villa,8.1,7.1,2.0,86183553.18,18011.191887147335
1004,Industrial Area,1,independent house,4.6,8.4,2.0,4226362.13,4209.524033864542
1714,Suburbs,5,apartment,4.8,5.2,4.0,8767600.92,5115.286417736289
2031,Business District,2,apartment,4.5,12.8,,18406476.72,9062.765494830132
3940,Suburbs,3,apartment,11.7,13.0,3.0,18587271.26,4717.5815380710665
1323,Industrial Area,5,apartment,10.0,17.1,6.0,3920211.34,2963.1227059712774
1428,Industrial Area,4,apartment,12.6,14.9,3.0,5130608.48,3592.863081232493
633,Outskirts,3,apartment,14.6,11.1,3.0,1337695.64,2113.2632543443915
2605,Downtown,4,apartment,7.4,13.2,4.0,27910491.84,10714.200322456814
4127,Outskirts,5,villa,1.5,5.8,6.0,14660859.7,3552.4254179791615
2352,Business District,3,apartment,1.2,12.1,,23770189.69,10106.373167517007
4675,Suburbs,3,apartment,4.8,10.0,3.0,25048506.27,5357.969255614973
3433,Business District,3,apartment,14.0,3.1,4.0,38273920.98,11148.82638508593
3784,Industrial Area,3,villa,8.1,5.2,3.0,19408363.73,5129.060182346723
4798,Outskirts,3,independent house,4.4,6.2,2.0,16295797.65,3396.3729991663195
3311,Outskirts,2,apartment,6.3,18.5,3.0,7964521.91,2405.4732437330113
1750,Outskirts,2,villa,9.2,5.0,2.0,7096897.4,4055.369942857143
4012,Business District,2,apartment,10.0,6.1,3.0,34825829.45,8680.416114157528
1756,Industrial Area,1,apartment,2.7,7.7,2.0,6087240.04,3466.5376082004555
3876,Suburbs,2,apartment,14.7,13.4,1.0,20228160.02,5218.823534571723
3986,Suburbs,1,apartment,8.4,2.8,1.0,23167926.81,5812.3248394380325
4084,Business District,3,villa,2.5,19.1,2.0,68494001.37,16771.302979921646
1896,Outskirts,2,independent house,13.5,17.4,2.0,4975980.27,2624.4621677215187
4137,Downtown,4,apartment,1.6,11.8,3.0,50696378.18,12254.381962774958
3830,Business District,1,villa,13.7,13.6,2.0,63360085.65,16543.103302872063
3203,Business District,2,apartment,15.0,0.8,2.0,30205466.96,9430.367455510459
970,Industrial Area,3,apartment,10.7,7.1,2.0,2908373.56,2998.3232577319586
1853,Suburbs,3,apartment,11.7,16.0,3.0,7907191.66,4267.237808958446
3283,Business District,1,apartment,5.4,2.0,1.0,34594515.94,10537.470587876942
3331,Business District,4,apartment,14.2,6.0,4.0,30657097.42,9203.571726208347
857,Outskirts,4,apartment,8.2,11.9,3.0,2101619.28,2452.2978763127185
3519,Outskirts,2,apartment,11.1,5.5,3.0,8856491.63,2516.7637482239275
1167,Downtown,2,apartment,13.9,18.7,3.0,15690805.41,13445.420231362468
4968,Industrial Area,5,villa,14.6,3.1,5.0,22287641.44,4486.240225442834
1645,Downtown,3,apartment,12.6,16.0,3.0,18673326.85,11351.566474164134
4685,Outskirts,3,independent house,,10.4,2.0,14751809.16,3148.7319445037356
4219,Suburbs,4,apartment,14.5,15.1,5.0,20887908.43,4950.914536620052
3245,Outskirts,2,villa,9.6,6.6,1.0,12163937.03,3748.5168043143294
1039,Industrial Area,2,independent house,14.0,10.5,2.0,4367588.92,4203.646698748797
3279,Outskirts,2,villa,10.3,17.2,3.0,10255859.28,3127.7399451052147
4636,Industrial Area,3,apartment,5.0,9.6,2.0,17335449.79,3739.3118615185504
4275,Industrial Area,3,villa,5.9,7.5,2.0,22177942.94,5187.822909941521
3008,Industrial Area,3,apartment,8.5,11.0,2.0,8728668.42,2901.817958776596
3279,Industrial Area,2,apartment,12.0,14.5,1.0,11706927.91,3570.273836535529
1424,Industrial Area,2,apartment,5.1,9.1,1.0,5105959.83,3585.645948033708
3456,Suburbs,2,apartment,8.9,18.8,3.0,15119460.84,4374.843993055555
2081,Downtown,3,apartment,5.5,6.3,2.0,23679815.02,11379.055752042286
3824,Business District,3,independent house,12.3,9.8,4.0,39407750.68,10305.374131799163
4985,Downtown,1,villa,7.3,15.3,1.0,95785964.5,19214.83741223671
755,Industrial Area,4,apartment,1.6,13.9,4.0,2412827.07,3195.797443708609
2338,Suburbs,1,independent house,2.9,17.3,2.0,13455801.66,5755.261616766467
2444,Outskirts,5,apartment,,19.9,4.0,5344372.74,2186.731890343699
509,Suburbs,1,independent house,7.7,8.8,2.0,3264765.58,6414.077760314342
3371,Industrial Area,3,apartment,2.0,2.7,3.0,14046730.22,4166.932726194008
1297,Suburbs,1,apartment,2.2,1.1,1.0,8195346.04,6318.6939398612185
1515,Suburbs,4,villa,14.1,14.7,3.0,9689254.02,6395.547207920792
2324,Industrial Area,2,villa,13.2,17.5,3.0,12504871.42,5380.753623063683
4969,Suburbs,2,villa,7.1,4.8,1.0,41435495.47,8338.799651841417
3636,Business District,2,independent house,14.8,3.6,2.0,50632636.71,13925.367632013202
2693,Business District,2,villa,0.5,1.7,3.0,46656074.34,17324.944054957297
723,Suburbs,2,villa,9.4,16.5,2.0,5145447.24,7116.801161825726
4658,Outskirts,4,independent house,9.4,6.6,4.0,15288168.67,3282.1315306998713
4425,Industrial Area,2,villa,7.1,8.3,1.0,19720782.34,4456.673975141243
4500,Business District,3,apartment,6.3,10.3,4.0,45481039.41,10106.897646666666
2133,Outskirts,3,independent house,7.1,16.9,3.0,7008124.08,3285.5715330520393
2652,Suburbs,3,apartment,6.5,13.2,2.0,14602653.03,5506.279423076923
1010,Outskirts,2,villa,11.1,12.5,1.0,4133549.72,4092.623485148515
884,Downtown,2,independent house,2.5,3.9,1.0,15779531.71,17850.14899321267
904,Business District,3,villa,3.4,10.5,3.0,12856162.39,14221.41857300885
2500,Suburbs,5,villa,3.1,14.4,4.0,16738584.26,6695.433704
3256,Industrial Area,2,villa,4.3,19.5,3.0,16638963.62,5110.246812039311
2168,Suburbs,2,apartment,8.1,4.4,3.0,11428793.22,5271.583588560886
1960,Industrial Area,2,independent house,,0.7,2.0,8180446.84,4173.697367346938
4136,Suburbs,5,apartment,13.1,2.0,6.0,19379313.85,4685.520756769826
3224,Outskirts,2,apartment,4.8,7.8,1.0,8671951.77,2689.811343052109
4678,Outskirts,2,apartment,2.9,16.5,2.0,13192661.81,2820.1500235143226
2548,Outskirts,4,apartment,10.3,0.6,3.0,7844761.49,3078.791793563579
4646,Downtown,1,apartment,1.1,9.4,2.0,67205847.87,14465.313790357297
1216,Industrial Area,1,independent house,9.5,6.9,2.0,5309404.32,4366.286447368421
2323,Outskirts,3,apartment,10.6,1.5,3.0,6383049.01,2747.7610891089107
2581,Downtown,4,apartment,3.6,9.3,3.0,38636470.14,14969.57386284386
3919,Industrial Area,2,apartment,1.1,5.5,3.0,15256130.55,3892.863115590712
2074,Suburbs,2,apartment,5.8,7.4,3.0,11968763.09,5770.859734811957
749,Downtown,2,villa,1.9,14.3,2.0,16832628.91,22473.469839786383
1173,Business District,2,apartment,2.2,10.7,1.0,13952479.29,11894.696751918158
2665,Downtown,3,apartment,4.2,2.9,2.0,35815619.49,13439.256844277674
1270,Downtown,2,apartment,4.8,19.2,2.0,14179029.72,11164.590330708663
4462,Industrial Area,2,apartment,8.2,12.9,3.0,13162503.89,2949.911225907665
4863,Suburbs,2,apartment,10.3,15.4,1.0,20255764.23,4165.28156076496
2484,Business District,3,apartment,9.1,2.0,4.0,23362299.08,9405.112351046699
1577,Outskirts,3,villa,2.7,1.4,4.0,6161707.6,3907.233734939759
735,Outskirts,4,independent house,3.0,0.9,4.0,2421586.1,3294.674965986395
888,Downtown,1,apartment,13.2,4.2,2.0,11577838.64,13038.106576576578
3537,Industrial Area,4,independent house,8.6,8.6,4.0,14950165.97,4226.792753746113
2348,Industrial Area,4,apartment,13.1,18.7,5.0,6862007.09,2922.4902427597954
3314,Outskirts,2,apartment,5.9,9.4,1.0,8856710.83,2672.513829209415
3874,Business District,2,independent house,9.4,6.2,1.0,49968188.24,12898.344925141973
3778,Suburbs,2,apartment,8.1,11.5,2.0,18891590.72,5000.421048173636
1752,Business District,2,independent house,5.1,2.7,3.0,26077514.56,14884.42611872146
4481,Suburbs,2,apartment,7.3,12.4,1.0,19639895.35,4382.926880160679
2622,Outskirts,1,apartment,7.8,11.6,2.0,5839546.54,2227.134454614798
2650,Suburbs,2,apartment,3.4,15.9,1.0,13474727.23,5084.802728301887
1829,Industrial Area,4,villa,5.1,19.7,4.0,8273559.05,4523.542400218698
1858,Downtown,2,villa,12.0,5.4,,36070439.31,19413.584128094728
2982,Downtown,4,villa,13.8,10.4,3.0,52039963.03,17451.362518444
2517,Outskirts,3,apartment,5.7,18.2,3.0,5954146.81,2365.572828764402
1831,Industrial Area,4,apartment,5.0,15.8,3.0,5609066.37,3063.389606772256
4844,Business District,3,apartment,3.3,10.0,2.0,47907439.54,9890.057708505366
4761,Industrial Area,1,apartment,10.3,18.9,1.0,15728634.69,3303.64097668557
1858,Downtown,3,independent house,5.2,1.6,3.0,31878471.14,17157.411808396126
3677,Downtown,1,apartment,14.8,18.7,1.0,39671323.62,10789.046401958118
2628,Industrial Area,2,independent house,5.2,1.5,2.0,10444913.11,3974.4722640791474
2680,Industrial Area,4,independent house,6.2,11.2,5.0,9249300.11,3451.2313843283578
637,Downtown,2,apartment,9.2,17.9,1.0,6591153.32,10347.179466248039
3972,Business District,2,villa,,5.6,3.0,71200375.4,17925.572860020144
3332,Outskirts,3,apartment,7.3,9.7,2.0,7164404.34,2150.18137454982
4079,Outskirts,4,apartment,6.6,6.8,3.0,11332333.82,2778.213733758274
3531,Industrial Area,3,apartment,14.9,19.1,3.0,12560140.2,3557.1056924384025
4664,Outskirts,2,apartment,0.7,16.6,1.0,10988193.21,2355.9590930531735
3093,Downtown,3,apartment,13.5,14.3,3.0,36406729.09,11770.685124474621
4800,Downtown,2,apartment,2.7,12.0,3.0,71573554.89,14911.15726875
4318,Industrial Area,3,apartment,11.9,16.5,4.0,15202698.31,3520.7731148679945
4638,Industrial Area,5,apartment,9.5,8.1,4.0,15239630.13,3285.8193467011642
4323,Industrial Area,3,villa,5.5,9.2,3.0,23867938.74,5521.151686328938
4542,Business District,4,villa,13.2,14.7,3.0,71946149.06,15840.19133861735
2406,Outskirts,1,apartment,0.7,7.5,2.0,6324026.34,2628.4398753117207
1260,Industrial Area,3,apartment,3.8,1.7,3.0,5323123.77,4224.701404761904
3945,Suburbs,4,villa,8.7,1.9,4.0,31460303.93,7974.728499366286
1399,Suburbs,1,apartment,5.6,2.7,1.0,7761510.47,5547.8988348820585
4955,Downtown,4,villa,9.4,17.5,4.0,103329882.34,20853.659402623613
3447,Outskirts,2,apartment,0.8,9.7,3.0,10208395.77,2961.5305395996515
2219,Industrial Area,3,apartment,2.2,14.4,3.0,7469954.79,3366.360878774223
780,Suburbs,4,apartment,2.3,8.2,5.0,3573310.07,4581.166756410256
3766,Outskirts,3,apartment,3.2,5.5,,10705522.47,2842.677235793946
2387,Downtown,1,villa,7.2,7.3,1.0,48729018.51,20414.335362379556
3766,Business District,3,apartment,11.4,16.0,2.0,37789218.04,10034.311747211896
1166,Outskirts,3,villa,13.6,12.7,3.0,4786769.7,4105.291337907376
4688,Outskirts,4,independent house,12.6,18.8,3.0,14971629.46,3193.6069667235497
1171,Business District,2,apartment,3.4,13.8,2.0,11982231.37,10232.477685738684
2469,Outskirts,2,villa,6.9,11.6,2.0,8022007.34,3249.091672742001
4656,Downtown,3,apartment,3.4,12.4,2.0,60047039.97,12896.701024484535
3622,Downtown,2,apartment,4.3,18.9,3.0,49204216.46,13584.819563776919
4400,Business District,3,villa,7.8,15.9,3.0,67206050.11,15274.102297727273
1023,Industrial Area,3,apartment,1.5,1.0,4.0,4035346.64,3944.620371456501
2893,Suburbs,4,apartment,3.7,10.9,3.0,14839826.83,5129.56337020394
3617,Industrial Area,3,apartment,14.1,13.9,4.0,10858275.23,3002.0113989494057
3093,Outskirts,3,apartment,7.3,15.1,3.0,7161158.55,2315.279194956353
2468,Suburbs,2,independent house,7.0,4.7,2.0,15691646.41,6358.041495137763
2253,Business District,2,independent house,0.7,17.4,2.0,26021898.55,11549.88839325344
2796,Business District,2,villa,,19.1,1.0,40734214.08,14568.7460944206
2761,Suburbs,2,villa,13.1,5.1,2.0,19982758.74,7237.507692864903
2786,Downtown,3,apartment,2.9,17.7,2.0,37350556.41,13406.517017229
4702,Suburbs,3,apartment,6.5,2.4,4.0,22360105.38,4755.445635899617
3378,Outskirts,3,apartment,0.7,1.6,3.0,10880124.77,3220.8776702190644
4643,Downtown,4,apartment,7.4,3.0,4.0,63569679.21,13691.50962954986
4144,Business District,5,apartment,0.8,1.6,5.0,51021825.7,12312.216626447876
4932,Suburbs,4,independent house,12.4,17.0,5.0,30139186.98,6110.946265206812
2555,Industrial Area,3,apartment,,1.7,,8938784.11,3498.545639921722
1776,Industrial Area,3,apartment,11.9,5.8,2.0,5928400.65,3338.0634290540543
3266,Outskirts,2,apartment,4.6,2.5,3.0,10348214.02,3168.4672443355785
802,Industrial Area,1,villa,12.6,6.3,1.0,4349902.13,5423.818117206983
1138,Suburbs,2,villa,8.4,2.3,3.0,10434491.09,9169.148585237259
555,Suburbs,4,apartment,5.9,13.5,5.0,3007422.8,5418.77981981982
1025,Industrial Area,4,apartment,9.6,3.1,5.0,3230962.67,3152.158702439024
4623,Suburbs,2,independent house,0.7,17.1,1.0,25840914.85,5589.641974908069
2625,Outskirts,2,apartment,2.6,16.4,3.0,7043107.28,2683.0884876190476
3787,Downtown,4,apartment,11.3,0.8,4.0,48508677.11,12809.262505941379
864,Outskirts,1,villa,4.0,18.0,1.0,3118440.93,3609.3066319444447
2146,Outskirts,2,independent house,9.2,1.1,3.0,7568542.25,3526.8137232059644
1418,Suburbs,4,apartment,6.1,5.2,5.0,7245471.58,5109.641452750353
3297,Downtown,2,villa,12.9,1.1,3.0,62327703.17,18904.368568395512
2031,Suburbs,1,independent house,14.3,7.0,1.0,13411622.7,6603.457754800591
3845,Business District,3,apartment,13.3,10.5,2.0,40746647.45,10597.307529258778
2406,Suburbs,4,independent house,4.4,16.0,3.0,14189692.15,5897.627660016626
3586,Suburbs,3,villa,3.3,7.1,4.0,31802013.75,8868.380856107084
2575,Suburbs,2,villa,7.4,14.3,1.0,21156988.44,8216.306190291263
1213,Downtown,2,villa,0.6,4.2,2.0,25389518.45,20931.17761747733
1562,Suburbs,2,apartment,0.9,15.1,3.0,7264408.4,4650.709603072984
2476,Downtown,3,apartment,8.5,5.1,3.0,27290870.88,11022.161098546041
1796,Industrial Area,3,apartment,8.0,3.3,3.0,6416735.33,3572.7925
625,Business District,1,apartment,14.9,4.1,2.0,6141136.91,9825.819056
4096,Downtown,4,apartment,3.4,4.1,5.0,65307899.94,15944.311508789062
3783,Industrial Area,1,independent house,4.2,10.5,2.0,16853148.63,4454.969238699445
2103,Downtown,2,independent house,2.1,17.0,2.0,35881743.68,17062.1700808369
566,Downtown,1,villa,13.8,2.1,2.0,12722870.14,22478.569151943462
732,Business District,2,independent house,11.8,14.3,2.0,9413502.08,12859.975519125683
